rank,finalWorth,category,personName,age,country,source,industries,organization,selfMade,status,gender,date,gdp_country,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country
1312,2300,Technology,Sanjit Biswas,41,United States,Sensor systems,Technology,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1312,2300,Fashion & Retail,Timothy Boyle,73,United States,Columbia Sportswear,Fashion & Retail,,TRUE,E,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1312,2300,Technology,Morris Chang,91,Taiwan,Semiconductors,Technology,,TRUE,D,M,4/4/2023 5:01,,,,,,
1312,2300,Real Estate,Chao Teng-hsiung,78,Taiwan,Real estate,Real Estate,,TRUE,D,M,4/4/2023 5:01,,,,,,
1312,2300,Finance & Investments,Samuel Chen,73,,Investments,Finance & Investments,,TRUE,N,M,4/4/2023 5:01,,,,,,
1312,2300,Manufacturing,Chu Lam Yiu,53,Hong Kong,Flavorings,Manufacturing,,TRUE,E,F,4/4/2023 5:01,,,,,,
1312,2300,Technology,K. Dinesh,68,India,Software services,Technology,,TRUE,D,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
1312,2300,Diversified,James Duff,62,United States,"Tires, diversified",Diversified,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1312,2300,Diversified,Thomas Duff,66,United States,"Tires, diversified",Diversified,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1312,2300,Technology,Daniel Ek,40,Sweden,Spotify,Technology,Spotify,TRUE,D,M,4/4/2023 5:01,"$530,832,908,738",126.6,82.5,27.9,49.1,10285453
1312,2300,Fashion & Retail,John Fisher,61,United States,Gap,Fashion & Retail,"Pisces, Inc.",FALSE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1312,2300,Fashion & Retail,Georg Haub,61,Germany,Retail,Fashion & Retail,,FALSE,U,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
1312,2300,Construction & Engineering,Erman Ilicak,55,Turkey,Construction,Construction & Engineering,,TRUE,E,M,4/4/2023 5:01,"$754,411,708,203",93.2,77.4,17.9,42.3,83429615
1312,2300,Finance & Investments,Justin Ishbia,45,United States,Private equity,Finance & Investments,,FALSE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1312,2300,Technology,Long Jiang,49,China,Manufacturing,Technology,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1312,2300,Finance & Investments,Bruce Karsh,67,United States,Private equity,Finance & Investments,Oaktree Capital Group LLC,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1312,2300,Technology,Bom Kim,44,South Korea,Online retailing,Technology,Coupang,TRUE,D,M,4/4/2023 5:01,"$2,029,000,000,000",98.1,82.6,15.6,33.2,51709098
1312,2300,Food & Beverage,Jianping Lai,,China,Soy sauce,Food & Beverage,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1312,2300,Healthcare,Lam Kong,58,Hong Kong,Pharmaceuticals,Healthcare,,TRUE,D,M,4/4/2023 5:01,,,,,,
1312,2300,Finance & Investments,Stephen Lansdown,70,Guernsey,Financial services,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,,,,,,
1312,2300,Fashion & Retail,Kevin David Lehmann,20,,Drugstores,Fashion & Retail,,FALSE,D,M,4/4/2023 5:01,,,,,,
1312,2300,Food & Beverage,Li Haiyan,,China,Restaurants,Food & Beverage,,TRUE,U,F,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1312,2300,Finance & Investments,Hua Li,45,China,Financial services,Finance & Investments,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1312,2300,Gambling & Casinos,Lim Kok Thay,71,Malaysia,Casinos,Gambling & Casinos,,FALSE,U,M,4/4/2023 5:01,"$364,701,517,788",105.3,76,12,38.7,32447385
1312,2300,Food & Beverage,Kishore Mariwala,88,India,Consumer goods,Food & Beverage,,FALSE,D,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
1312,2300,Food & Beverage,Clayton Mathile,82,United States,Pet food,Food & Beverage,,TRUE,E,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1312,2300,Fashion & Retail,Mi Enhua,65,China,Retail,Fashion & Retail,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1312,2300,Food & Beverage,Vadim Moshkovich,55,Russia,"Agriculture, land",Food & Beverage,,TRUE,U,M,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
1312,2300,Food & Beverage,David Murdock,99,United States,"Dole, real estate",Food & Beverage,,TRUE,E,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1312,2300,Fashion & Retail,David Nahmad,75,United States,Art collection,Fashion & Retail,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1312,2300,Finance & Investments,Lirio Parisotto,69,Brazil,Investments,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,"$1,839,758,040,766",115.4,75.7,14.2,65.1,212559417
1312,2300,Food & Beverage,Augusto Perfetti,,Switzerland,Candy,Food & Beverage,,FALSE,Split Family Fortune,M,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
1312,2300,Food & Beverage,Giorgio Perfetti,,Switzerland,Candy,Food & Beverage,,FALSE,Split Family Fortune,M,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
1312,2300,Fashion & Retail,Alberto Prada,69,Italy,Luxury goods,Fashion & Retail,,FALSE,U,M,4/4/2023 5:01,"$2,001,244,392,042",101.9,82.9,24.3,59.1,60297396
1312,2300,Fashion & Retail,Marina Prada,77,Italy,Luxury goods,Fashion & Retail,,FALSE,U,F,4/4/2023 5:01,"$2,001,244,392,042",101.9,82.9,24.3,59.1,60297396
1312,2300,Diversified,Filiz Sahenk,56,Turkey,Diversified,Diversified,,FALSE,U,F,4/4/2023 5:01,"$754,411,708,203",93.2,77.4,17.9,42.3,83429615
1312,2300,Food & Beverage,Richard Sands,72,United States,Liquor,Food & Beverage,,FALSE,Split Family Fortune,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1312,2300,Finance & Investments,Stephan Schmidheiny,75,Switzerland,Investments,Finance & Investments,,FALSE,E,M,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
1312,2300,Healthcare,Alberto Siccardi & family,78,Switzerland,Medical devices,Healthcare,,FALSE,D,M,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
1312,2300,Real Estate,Stefan Soloviev,47,United States,"Real estate, grains",Real Estate,,FALSE,N,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1312,2300,Fashion & Retail,Tang Yiu,89,Hong Kong,Fashion retail,Fashion & Retail,,TRUE,D,M,4/4/2023 5:01,,,,,,
1312,2300,Technology,Tian Ming,69,China,Measuring instruments,Technology,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1312,2300,Finance & Investments,T.Y. Tsai,70,Taiwan,Finance,Finance & Investments,,FALSE,D,M,4/4/2023 5:01,,,,,,
1312,2300,Technology,Jayshree Ullal,62,United States,Computer networking,Technology,Arista,TRUE,U,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1312,2300,Finance & Investments,Georg von Opel,56,United Kingdom,"Real estate, investments",Finance & Investments,,FALSE,U,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
1312,2300,Real Estate,Lang Walker,77,Australia,Real estate,Real Estate,,TRUE,U,M,4/4/2023 5:01,"$1,392,680,589,329",100.3,82.7,23,47.4,25766605
1312,2300,Manufacturing,Xicheng Wang & family,74,China,Tires,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1312,2300,Real Estate,Wang Zhenhua,61,China,Real estate,Real Estate,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1312,2300,Food & Beverage,Paul-Heinz Wesjohann & family,79,Germany,Chicken processing,Food & Beverage,,TRUE,D,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
1312,2300,Fashion & Retail,Xie Bingkun & family,56,China,Pearlescent pigments,Fashion & Retail,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1312,2300,Manufacturing,Xu Shugen,57,China,"Construction, mining machinery",Manufacturing,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1312,2300,Healthcare,Christoph Zeller,65,Liechtenstein,Dental materials,Healthcare,,FALSE,E,M,4/4/2023 5:01,"$6,552,858,739",104.7,83,,21.6,38019
1312,2300,Manufacturing,Zhang Jingzhang & family,87,China,Precision machinery,Manufacturing,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1368,2200,Real Estate,George Argyros & family,86,United States,"Real estate, investments",Real Estate,Arnel & Affiliates,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Finance & Investments,Brian Armstrong,40,United States,Cryptocurrency,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Energy,Albert Avdolyan,52,Russia,"Oil, mining",Energy,,TRUE,R,M,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
1368,2200,Diversified,Sezai Bacaksiz,73,Turkey,Diversified,Diversified,,TRUE,U,M,4/4/2023 5:01,"$754,411,708,203",93.2,77.4,17.9,42.3,83429615
1368,2200,Technology,Aneel Bhusri,57,United States,Business software,Technology,Workday,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Fashion & Retail,Brett Blundy,63,Bahamas,"Retail, agribusiness",Fashion & Retail,,TRUE,E,M,4/4/2023 5:01,,,,,,
1368,2200,Finance & Investments,J. Hyatt Brown,85,United States,Insurance,Finance & Investments,,FALSE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Finance & Investments,Chen Jinxia,55,China,Investments,Finance & Investments,,FALSE,D,F,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1368,2200,Healthcare,Chen Xueli,71,China,Pharmaceuticals,Healthcare,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1368,2200,Finance & Investments,Dermot Desmond,72,Ireland,Finance,Finance & Investments,,TRUE,U,M,4/4/2023 5:01,,,,,,
1368,2200,Healthcare,Dong Wei,52,China,Pharmaceuticals,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1368,2200,Fashion & Retail,Tom Ford,61,United States,Fashion,Fashion & Retail,,TRUE,N,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Food & Beverage,Fu Guangming & family,69,China,Poultry,Food & Beverage,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1368,2200,Finance & Investments,Noam Gottesman,61,United States,Hedge funds,Finance & Investments,TOMS Capital,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Finance & Investments,Jeffrey Gundlach,64,United States,Investments,Finance & Investments,DoubleLine Capital,TRUE,E,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Healthcare,Hao Hong,67,China,Pharmaceuticals,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1368,2200,Automotive,Shmuel Harlap,78,Israel,Automotive,Automotive,,FALSE,U,M,4/4/2023 5:01,"$395,098,666,122",104.9,82.8,23.1,25.3,9053300
1368,2200,Technology,Hans-Werner Hector,83,Germany,SAP,Technology,,TRUE,D,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
1368,2200,Healthcare,Lutz Mario Helmig & family,76,Germany,Hospitals,Healthcare,,TRUE,U,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
1368,2200,Real Estate,Chulong Huang,64,China,Real estate,Real Estate,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1368,2200,Finance & Investments,Thomas James,80,United States,Finance,Finance & Investments,,FALSE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Fashion & Retail,James Jannard,73,United States,Sunglasses,Fashion & Retail,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Automotive,Willis Johnson,75,United States,Damaged cars,Automotive,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Fashion & Retail,Lai Shixian,48,China,Sports apparel,Fashion & Retail,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1368,2200,Finance & Investments,Chris Larsen,62,United States,Cryptocurrency,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Fashion & Retail,Solomon Lew,78,Australia,Retail,Fashion & Retail,,TRUE,D,M,4/4/2023 5:01,"$1,392,680,589,329",100.3,82.7,23,47.4,25766605
1368,2200,Diversified,Liang Xinjun,54,Singapore,Conglomerate,Diversified,,TRUE,E,M,4/4/2023 5:01,"$372,062,527,489",100.6,83.1,13.1,21,5703569
1368,2200,Diversified,Harald Link,68,Thailand,Diversified,Diversified,,FALSE,U,M,4/4/2023 5:01,"$543,649,976,166",99.8,76.9,14.9,29.5,69625582
1368,2200,Technology,Max Lytvyn,43,United States,Software,Technology,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Energy,Igor Makarov,60,United States,Investments,Energy,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Finance & Investments,Howard Marks,76,United States,Private equity,Finance & Investments,Oaktree Capital Group LLC,TRUE,E,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Finance & Investments,Charles Munger,99,United States,Berkshire Hathaway,Finance & Investments,Berkshire Hathaway Inc. (Cl A),TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Real Estate,Adam Neumann,44,United States,WeWork,Real Estate,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Diversified,Thi Phuong Thao Nguyen,52,Vietnam,Airlines,Diversified,Sovico Holdings,TRUE,D,F,4/4/2023 5:01,"$261,921,244,843",110.6,75.3,19.1,37.6,96462106
1368,2200,Food & Beverage,Ni Yongpei & family,71,China,Beverages,Food & Beverage,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1368,2200,Manufacturing,Heloise Pratt,60,Australia,"Manufacturing, investment",Manufacturing,,FALSE,D,F,4/4/2023 5:01,"$1,392,680,589,329",100.3,82.7,23,47.4,25766605
1368,2200,Technology,Qi Xiangdong,52,China,Software,Technology,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1368,2200,Technology,Phillip T. (Terry) Ragon,73,United States,Health IT,Technology,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Healthcare,Prathap Reddy,91,India,Healthcare,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
1368,2200,Sports,Jerry Reinsdorf,87,United States,Sports teams,Sports,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Technology,Chad Richison,52,United States,Payroll processing,Technology,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Fashion & Retail,"Karl Scheufele, III. & family",84,Switzerland,Jewelry,Fashion & Retail,,TRUE,U,M,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
1368,2200,Healthcare,Alice Schwartz,96,United States,Biotech,Healthcare,,TRUE,U,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Technology,Alex Shevchenko,43,Canada,Software,Technology,,TRUE,D,M,4/4/2023 5:01,"$1,736,425,629,520",100.9,81.9,12.8,24.5,36991981
1368,2200,Technology,Kavitark Ram Shriram,66,United States,"Venture capital, Google",Technology,Sherpalo Ventures,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Real Estate,Jeffrey Soffer,55,United States,Real estate,Real Estate,,FALSE,N,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Technology,William Stone,67,United States,Software,Technology,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Finance & Investments,Henry Swieca,65,United States,Hedge funds,Finance & Investments,Talpion Fund Management,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Diversified,Harley Sy,63,Philippines,Diversified,Diversified,,FALSE,D,M,4/4/2023 5:01,"$376,795,508,680",107.5,71.1,14,43.1,108116615
1368,2200,Diversified,Teresita Sy-Coson,72,Philippines,Diversified,Diversified,,FALSE,D,F,4/4/2023 5:01,"$376,795,508,680",107.5,71.1,14,43.1,108116615
1368,2200,Real Estate,Katsumi Tada,77,Japan,Real estate,Real Estate,,TRUE,D,M,4/4/2023 5:01,"$5,081,769,542,380",98.8,84.2,11.9,46.7,126226568
1368,2200,Manufacturing,Tang Jinkui & family,67,China,"Textiles, petrochemicals",Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1368,2200,Technology,Tang Xiao'ou,55,China,Software,Technology,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1368,2200,Fashion & Retail,Lottie Tham & family,73,Sweden,H&M,Fashion & Retail,,FALSE,D,F,4/4/2023 5:01,"$530,832,908,738",126.6,82.5,27.9,49.1,10285453
1368,2200,Healthcare,Shamsheer Vayalil,46,United Arab Emirates,Healthcare,Healthcare,,FALSE,R,M,4/4/2023 5:01,"$421,142,267,938",108.4,77.8,0.1,15.9,9770529
1368,2200,Technology,Radha Vembu,50,India,Business software,Technology,,FALSE,U,F,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
1368,2200,Fashion & Retail,Wang Wenmo,66,China,Sports apparel,Fashion & Retail,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1368,2200,Service,Wang Zhenghua,78,China,Budget airline,Service,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1368,2200,Food & Beverage,David Wertheim,65,Israel,Coca-Cola Israel,Food & Beverage,,FALSE,D,M,4/4/2023 5:01,"$395,098,666,122",104.9,82.8,23.1,25.3,9053300
1368,2200,Energy,Kai Wu,55,China,Batteries,Energy,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1368,2200,Food & Beverage,Xu Yingzhuo,55,China,Agribusiness,Food & Beverage,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1368,2200,Manufacturing,Yeung Kin-man,59,Hong Kong,Electronics,Manufacturing,,TRUE,D,M,4/4/2023 5:01,,,,,,
1368,2200,Logistics,Huijiao Yu,57,China,Package delivery,Logistics,Shanghai YTO Express (Logistics),TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1368,2200,Finance & Investments,Oren Zeev,58,United States,Investments,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1368,2200,Manufacturing,Clayton Zekelman,54,Canada,Steel,Manufacturing,,FALSE,U,M,4/4/2023 5:01,"$1,736,425,629,520",100.9,81.9,12.8,24.5,36991981
1368,2200,Energy,Zhao Fenggang,57,China,Batteries,Energy,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1434,2100,Metals & Mining,Alex Beard,55,United Kingdom,"Mining, commodities",Metals & Mining,,TRUE,D,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
1434,2100,Food & Beverage,Travis Boersma,52,United States,Coffee,Food & Beverage,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1434,2100,Construction & Engineering,Martin Bouygues,,France,"Construction, media",Construction & Engineering,,FALSE,Split Family Fortune,M,4/4/2023 5:01,"$2,715,518,274,227",102.5,82.5,24.2,60.7,67059887
1434,2100,Construction & Engineering,Olivier Bouygues,72,,"Construction, media",Construction & Engineering,,FALSE,Split Family Fortune,M,4/4/2023 5:01,,,,,,
1434,2100,Gambling & Casinos,William Boyd & family,91,United States,"Casinos, banking",Gambling & Casinos,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1434,2100,Food & Beverage,Anand Burman,70,India,Consumer goods,Food & Beverage,,FALSE,D,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
1434,2100,Manufacturing,Cao Ji,71,China,Manufacturing,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1434,2100,Technology,Bruce Cheng,86,Taiwan,Electronics,Technology,,TRUE,E,M,4/4/2023 5:01,,,,,,
1434,2100,Technology,Chi Yufeng,52,China,Software,Technology,,FALSE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1434,2100,Energy,Daniel Chiu,62,Hong Kong,Oil & gas,Energy,,TRUE,U,M,4/4/2023 5:01,,,,,,
1434,2100,Healthcare,Beda Diethelm,82,Switzerland,Hearing aids,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
1434,2100,Fashion & Retail,Domenico Dolce,64,Italy,Luxury goods,Fashion & Retail,,TRUE,U,M,4/4/2023 5:01,"$2,001,244,392,042",101.9,82.9,24.3,59.1,60297396
1434,2100,Technology,Ralph Dommermuth,59,Germany,Internet service provider,Technology,,TRUE,D,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
1434,2100,Diversified,Georgi Domuschiev,50,United Kingdom,"Animal health, investments",Diversified,,TRUE,U,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
1434,2100,Diversified,Kiril Domuschiev,53,United Kingdom,"Animal health, investments",Diversified,,TRUE,U,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
1434,2100,Real Estate,Bob Ell,78,Australia,Real estate,Real Estate,,TRUE,E,M,4/4/2023 5:01,"$1,392,680,589,329",100.3,82.7,23,47.4,25766605
1434,2100,Energy,Paul Foster,65,United States,Oil refining,Energy,Western Refining,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1434,2100,Fashion & Retail,Stefano Gabbana,60,Italy,Luxury goods,Fashion & Retail,,TRUE,U,M,4/4/2023 5:01,"$2,001,244,392,042",101.9,82.9,24.3,59.1,60297396
1434,2100,Manufacturing,Xingjiang Gao,59,China,Steel,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1434,2100,Energy,Gordon Getty,89,United States,Getty Oil,Energy,Ann & Gordon Getty Foundation,FALSE,E,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1434,2100,Energy,Kamal Ghaffarian,64,United States,"Space, energy",Energy,,TRUE,N,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1434,2100,Healthcare,Dennis Gillings,78,United States,Clinical trials,Healthcare,,TRUE,E,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1434,2100,Diversified,Harsh Goenka,65,India,Diversified,Diversified,,FALSE,E,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
1434,2100,Diversified,Sanjiv Goenka,62,India,Diversified,Diversified,,FALSE,D,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
1434,2100,Real Estate,Jane Goldman,67,United States,Real estate,Real Estate,,FALSE,D,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1434,2100,Fashion & Retail,Stein Erik Hagen,66,Norway,Consumer goods,Fashion & Retail,,TRUE,D,M,4/4/2023 5:01,"$403,336,363,636",100.3,82.8,23.9,36.2,5347896
1434,2100,Real Estate,Bahaa Hariri,56,Switzerland,"Real estate, investments",Real Estate,,FALSE,E,M,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
1434,2100,Fashion & Retail,Hortensia Herrero,72,Spain,Supermarkets,Fashion & Retail,,FALSE,D,F,4/4/2023 5:01,"$1,394,116,310,769",102.7,83.3,14.2,47,47076781
1434,2100,Diversified,Douglas Hsu,80,Taiwan,Diversified,Diversified,,FALSE,D,M,4/4/2023 5:01,,,,,,
1434,2100,Manufacturing,Huang Min,49,China,Machinery,Manufacturing,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1434,2100,Technology,Jared Isaacman,40,United States,Payment processing,Technology,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1434,2100,Technology,Eugene Kaspersky,57,Russia,Software,Technology,,TRUE,U,M,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
1434,2100,Fashion & Retail,Artem Khachatryan,48,Cyprus,Retail,Fashion & Retail,,TRUE,R,M,4/4/2023 5:01,"$24,564,647,935",99.3,80.8,24.5,22.4,1198575
1434,2100,Food & Beverage,Andrei Krivenko,47,Russia,Retail,Food & Beverage,,TRUE,N,M,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
